0,0.0,100.0,0.0,100.0
1,0.0,100.0,42.0,142.0
2,0.0,100.0,84.0,184.0
3,0.0,100.0,126.0,226.0
4,0.0,100.0,168.0,268.0
5,0.0,100.0,210.0,310.0
6,0.0,100.0,252.0,352.0
7,0.0,100.0,294.0,394.0
8,0.0,100.0,336.0,436.0
9,0.0,100.0,378.0,478.0
10,0.0,100.0,420.0,520.0
11,42.0,142.0,0.0,100.0
12,42.0,142.0,42.0,142.0
13,42.0,142.0,84.0,184.0
14,42.0,142.0,126.0,226.0
15,42.0,142.0,168.0,268.0
16,42.0,142.0,210.0,310.0
17,42.0,142.0,252.0,352.0
18,42.0,142.0,294.0,394.0
19,42.0,142.0,336.0,436.0
20,42.0,142.0,378.0,478.0
21,42.0,142.0,420.0,520.0
22,84.0,184.0,0.0,100.0
23,84.0,184.0,42.0,142.0
24,84.0,184.0,84.0,184.0
25,84.0,184.0,126.0,226.0
26,84.0,184.0,168.0,268.0
27,84.0,184.0,210.0,310.0
28,84.0,184.0,252.0,352.0
29,84.0,184.0,294.0,394.0
30,84.0,184.0,336.0,436.0
31,84.0,184.0,378.0,478.0
32,84.0,184.0,420.0,520.0
33,126.0,226.0,0.0,100.0
34,126.0,226.0,42.0,142.0
35,126.0,226.0,84.0,184.0
36,126.0,226.0,126.0,226.0
37,126.0,226.0,168.0,268.0
38,126.0,226.0,210.0,310.0
39,126.0,226.0,252.0,352.0
40,126.0,226.0,294.0,394.0
41,126.0,226.0,336.0,436.0
42,126.0,226.0,378.0,478.0
43,126.0,226.0,420.0,520.0
44,168.0,268.0,0.0,100.0
45,168.0,268.0,42.0,142.0
46,168.0,268.0,84.0,184.0
47,168.0,268.0,126.0,226.0
48,168.0,268.0,168.0,268.0
49,168.0,268.0,210.0,310.0
50,168.0,268.0,252.0,352.0
51,168.0,268.0,294.0,394.0
52,168.0,268.0,336.0,436.0
53,168.0,268.0,378.0,478.0
54,168.0,268.0,420.0,520.0
55,210.0,310.0,0.0,100.0
56,210.0,310.0,42.0,142.0
57,210.0,310.0,84.0,184.0
58,210.0,310.0,126.0,226.0
59,210.0,310.0,168.0,268.0
60,210.0,310.0,210.0,310.0
61,210.0,310.0,252.0,352.0
62,210.0,310.0,294.0,394.0
63,210.0,310.0,336.0,436.0
64,210.0,310.0,378.0,478.0
65,210.0,310.0,420.0,520.0
66,252.0,352.0,0.0,100.0
67,252.0,352.0,42.0,142.0
68,252.0,352.0,84.0,184.0
69,252.0,352.0,126.0,226.0
70,252.0,352.0,168.0,268.0
71,252.0,352.0,210.0,310.0
72,252.0,352.0,252.0,352.0
73,252.0,352.0,294.0,394.0
74,252.0,352.0,336.0,436.0
75,252.0,352.0,378.0,478.0
76,252.0,352.0,420.0,520.0
77,294.0,394.0,0.0,100.0
78,294.0,394.0,42.0,142.0
79,294.0,394.0,84.0,184.0
80,294.0,394.0,126.0,226.0
81,294.0,394.0,168.0,268.0
82,294.0,394.0,210.0,310.0
83,294.0,394.0,252.0,352.0
84,294.0,394.0,294.0,394.0
85,294.0,394.0,336.0,436.0
86,294.0,394.0,378.0,478.0
87,294.0,394.0,420.0,520.0
88,336.0,436.0,0.0,100.0
89,336.0,436.0,42.0,142.0
90,336.0,436.0,84.0,184.0
91,336.0,436.0,126.0,226.0
92,336.0,436.0,168.0,268.0
93,336.0,436.0,210.0,310.0
94,336.0,436.0,252.0,352.0
95,336.0,436.0,294.0,394.0
96,336.0,436.0,336.0,436.0
97,336.0,436.0,378.0,478.0
98,336.0,436.0,420.0,520.0
99,378.0,478.0,0.0,100.0
100,378.0,478.0,42.0,142.0
101,378.0,478.0,84.0,184.0
102,378.0,478.0,126.0,226.0
103,378.0,478.0,168.0,268.0
104,378.0,478.0,210.0,310.0
105,378.0,478.0,252.0,352.0
106,378.0,478.0,294.0,394.0
107,378.0,478.0,336.0,436.0
108,378.0,478.0,378.0,478.0
109,378.0,478.0,420.0,520.0
110,420.0,520.0,0.0,100.0
111,420.0,520.0,42.0,142.0
112,420.0,520.0,84.0,184.0
113,420.0,520.0,126.0,226.0
114,420.0,520.0,168.0,268.0
115,420.0,520.0,210.0,310.0
116,420.0,520.0,252.0,352.0
117,420.0,520.0,294.0,394.0
118,420.0,520.0,336.0,436.0
119,420.0,520.0,378.0,478.0
120,420.0,520.0,420.0,520.0
121,462.0,562.0,0.0,100.0
122,462.0,562.0,42.0,142.0
123,462.0,562.0,84.0,184.0
124,462.0,562.0,126.0,226.0
125,462.0,562.0,168.0,268.0
126,462.0,562.0,210.0,310.0
127,462.0,562.0,252.0,352.0
128,462.0,562.0,294.0,394.0
129,462.0,562.0,336.0,436.0
130,462.0,562.0,378.0,478.0
131,462.0,562.0,420.0,520.0
132,504.0,604.0,0.0,100.0
133,504.0,604.0,42.0,142.0
134,504.0,604.0,84.0,184.0
135,504.0,604.0,126.0,226.0
136,504.0,604.0,168.0,268.0
137,504.0,604.0,210.0,310.0
138,504.0,604.0,252.0,352.0
139,504.0,604.0,294.0,394.0
140,504.0,604.0,336.0,436.0
141,504.0,604.0,378.0,478.0
142,504.0,604.0,420.0,520.0
143,546.0,646.0,0.0,100.0
144,546.0,646.0,42.0,142.0
145,546.0,646.0,84.0,184.0
146,546.0,646.0,126.0,226.0
147,546.0,646.0,168.0,268.0
148,546.0,646.0,210.0,310.0
149,546.0,646.0,252.0,352.0
150,546.0,646.0,294.0,394.0
151,546.0,646.0,336.0,436.0
152,546.0,646.0,378.0,478.0
153,546.0,646.0,420.0,520.0
154,588.0,688.0,0.0,100.0
155,588.0,688.0,42.0,142.0
156,588.0,688.0,84.0,184.0
157,588.0,688.0,126.0,226.0
158,588.0,688.0,168.0,268.0
159,588.0,688.0,210.0,310.0
160,588.0,688.0,252.0,352.0
161,588.0,688.0,294.0,394.0
162,588.0,688.0,336.0,436.0
163,588.0,688.0,378.0,478.0
164,588.0,688.0,420.0,520.0
165,630.0,730.0,0.0,100.0
