0,0.0,2.56,0.0,2.56,0
1,0.0,2.56,42.0,44.56,-1
2,0.0,2.56,84.0,86.56,-1
3,0.0,2.56,126.0,128.56,1
4,0.0,2.56,168.0,170.56,-1
5,0.0,2.56,210.0,212.56,-1
6,0.0,2.56,252.0,254.56,2
7,0.0,2.56,294.0,296.56,-1
8,0.0,2.56,336.0,338.56,-1
9,0.0,2.56,378.0,380.56,3
10,0.0,2.56,420.0,422.56,-1
11,42.0,44.56,0.0,2.56,-1
12,42.0,44.56,42.0,44.56,-1
13,42.0,44.56,84.0,86.56,-1
14,42.0,44.56,126.0,128.56,-1
15,42.0,44.56,168.0,170.56,-1
16,42.0,44.56,210.0,212.56,-1
17,42.0,44.56,252.0,254.56,-1
18,42.0,44.56,294.0,296.56,-1
19,42.0,44.56,336.0,338.56,-1
20,42.0,44.56,378.0,380.56,-1
21,42.0,44.56,420.0,422.56,-1
22,84.0,86.56,0.0,2.56,-1
23,84.0,86.56,42.0,44.56,-1
24,84.0,86.56,84.0,86.56,-1
25,84.0,86.56,126.0,128.56,-1
26,84.0,86.56,168.0,170.56,-1
27,84.0,86.56,210.0,212.56,-1
28,84.0,86.56,252.0,254.56,-1
29,84.0,86.56,294.0,296.56,-1
30,84.0,86.56,336.0,338.56,-1
31,84.0,86.56,378.0,380.56,-1
32,84.0,86.56,420.0,422.56,-1
33,126.0,128.56,0.0,2.56,4
34,126.0,128.56,42.0,44.56,-1
35,126.0,128.56,84.0,86.56,-1
36,126.0,128.56,126.0,128.56,5
37,126.0,128.56,168.0,170.56,-1
38,126.0,128.56,210.0,212.56,-1
39,126.0,128.56,252.0,254.56,6
40,126.0,128.56,294.0,296.56,-1
41,126.0,128.56,336.0,338.56,-1
42,126.0,128.56,378.0,380.56,7
43,126.0,128.56,420.0,422.56,-1
44,168.0,170.56,0.0,2.56,-1
45,168.0,170.56,42.0,44.56,-1
46,168.0,170.56,84.0,86.56,-1
47,168.0,170.56,126.0,128.56,-1
48,168.0,170.56,168.0,170.56,-1
49,168.0,170.56,210.0,212.56,-1
50,168.0,170.56,252.0,254.56,-1
51,168.0,170.56,294.0,296.56,-1
52,168.0,170.56,336.0,338.56,-1
53,168.0,170.56,378.0,380.56,-1
54,168.0,170.56,420.0,422.56,-1
55,210.0,212.56,0.0,2.56,-1
56,210.0,212.56,42.0,44.56,-1
57,210.0,212.56,84.0,86.56,-1
58,210.0,212.56,126.0,128.56,-1
59,210.0,212.56,168.0,170.56,-1
60,210.0,212.56,210.0,212.56,-1
61,210.0,212.56,252.0,254.56,-1
62,210.0,212.56,294.0,296.56,-1
63,210.0,212.56,336.0,338.56,-1
64,210.0,212.56,378.0,380.56,-1
65,210.0,212.56,420.0,422.56,-1
66,252.0,254.56,0.0,2.56,8
67,252.0,254.56,42.0,44.56,-1
68,252.0,254.56,84.0,86.56,-1
69,252.0,254.56,126.0,128.56,9
70,252.0,254.56,168.0,170.56,-1
71,252.0,254.56,210.0,212.56,-1
72,252.0,254.56,252.0,254.56,10
73,252.0,254.56,294.0,296.56,-1
74,252.0,254.56,336.0,338.56,-1
75,252.0,254.56,378.0,380.56,11
76,252.0,254.56,420.0,422.56,-1
77,294.0,296.56,0.0,2.56,-1
78,294.0,296.56,42.0,44.56,-1
79,294.0,296.56,84.0,86.56,-1
80,294.0,296.56,126.0,128.56,-1
81,294.0,296.56,168.0,170.56,-1
82,294.0,296.56,210.0,212.56,-1
83,294.0,296.56,252.0,254.56,-1
84,294.0,296.56,294.0,296.56,-1
85,294.0,296.56,336.0,338.56,-1
86,294.0,296.56,378.0,380.56,-1
87,294.0,296.56,420.0,422.56,-1
88,336.0,338.56,0.0,2.56,-1
89,336.0,338.56,42.0,44.56,-1
90,336.0,338.56,84.0,86.56,-1
91,336.0,338.56,126.0,128.56,-1
92,336.0,338.56,168.0,170.56,-1
93,336.0,338.56,210.0,212.56,-1
94,336.0,338.56,252.0,254.56,-1
95,336.0,338.56,294.0,296.56,-1
96,336.0,338.56,336.0,338.56,-1
97,336.0,338.56,378.0,380.56,-1
98,336.0,338.56,420.0,422.56,-1
99,378.0,380.56,0.0,2.56,12
100,378.0,380.56,42.0,44.56,-1
101,378.0,380.56,84.0,86.56,-1
102,378.0,380.56,126.0,128.56,13
103,378.0,380.56,168.0,170.56,-1
104,378.0,380.56,210.0,212.56,-1
105,378.0,380.56,252.0,254.56,14
106,378.0,380.56,294.0,296.56,-1
107,378.0,380.56,336.0,338.56,-1
108,378.0,380.56,378.0,380.56,15
109,378.0,380.56,420.0,422.56,-1
110,420.0,422.56,0.0,2.56,-1
111,420.0,422.56,42.0,44.56,-1
112,420.0,422.56,84.0,86.56,-1
113,420.0,422.56,126.0,128.56,-1
114,420.0,422.56,168.0,170.56,-1
115,420.0,422.56,210.0,212.56,-1
116,420.0,422.56,252.0,254.56,-1
117,420.0,422.56,294.0,296.56,-1
118,420.0,422.56,336.0,338.56,-1
119,420.0,422.56,378.0,380.56,-1
120,420.0,422.56,420.0,422.56,-1
121,462.0,464.56,0.0,2.56,-1
122,462.0,464.56,42.0,44.56,-1
123,462.0,464.56,84.0,86.56,-1
124,462.0,464.56,126.0,128.56,-1
125,462.0,464.56,168.0,170.56,-1
126,462.0,464.56,210.0,212.56,-1
127,462.0,464.56,252.0,254.56,-1
128,462.0,464.56,294.0,296.56,-1
129,462.0,464.56,336.0,338.56,-1
130,462.0,464.56,378.0,380.56,-1
131,462.0,464.56,420.0,422.56,-1
132,504.0,506.56,0.0,2.56,16
133,504.0,506.56,42.0,44.56,-1
134,504.0,506.56,84.0,86.56,-1
135,504.0,506.56,126.0,128.56,17
136,504.0,506.56,168.0,170.56,-1
137,504.0,506.56,210.0,212.56,-1
138,504.0,506.56,252.0,254.56,18
139,504.0,506.56,294.0,296.56,-1
140,504.0,506.56,336.0,338.56,-1
141,504.0,506.56,378.0,380.56,19
142,504.0,506.56,420.0,422.56,-1
143,546.0,548.56,0.0,2.56,-1
144,546.0,548.56,42.0,44.56,-1
145,546.0,548.56,84.0,86.56,-1
146,546.0,548.56,126.0,128.56,-1
147,546.0,548.56,168.0,170.56,-1
148,546.0,548.56,210.0,212.56,-1
149,546.0,548.56,252.0,254.56,-1
150,546.0,548.56,294.0,296.56,-1
151,546.0,548.56,336.0,338.56,-1
152,546.0,548.56,378.0,380.56,-1
153,546.0,548.56,420.0,422.56,-1
154,588.0,590.56,0.0,2.56,-1
155,588.0,590.56,42.0,44.56,-1
156,588.0,590.56,84.0,86.56,-1
157,588.0,590.56,126.0,128.56,-1
158,588.0,590.56,168.0,170.56,-1
159,588.0,590.56,210.0,212.56,-1
160,588.0,590.56,252.0,254.56,-1
161,588.0,590.56,294.0,296.56,-1
162,588.0,590.56,336.0,338.56,-1
163,588.0,590.56,378.0,380.56,-1
164,588.0,590.56,420.0,422.56,-1
165,630.0,632.56,0.0,2.56,20
